id,x_px,y_px,type,label,r_kpc,size
14610,11049.181,3526.284,star,,34.024,1.0
14611,5515.609,11794.014,star,,29.644,1.0
14612,10407.926,4228.405,star,,24.539,1.0
14613,11366.522,3824.656,star,,34.416,1.0
14614,8832.093,3100.969,star,,25.041,1.0
14615,9774.766,935.895,star,,48.645,1.0
14616,3682.582,9581.38,star,,23.346,1.0
14617,12020.468,2445.28,star,,48.527,1.0
14618,7458.975,11475.334,star,,23.461,1.0
14619,5669.476,1436.758,star,,40.670,1.0
14620,7923.751,12029.168,star,,29.447,1.0
14621,2951.785,3312.291,star,,38.660,1.0
14622,3132.506,11133.945,star,,37.411,1.0
14623,2192.509,5354.191,star,,34.420,1.0
14624,11298.384,9423.584,star,,27.203,1.0
14625,3315.287,8729.395,star,,22.671,1.0
14626,9580.703,3258.621,star,,26.928,1.0
14627,1701.58,9953.641,star,,42.395,1.0
14628,11127.65,6298.199,star,,20.984,1.0
14629,11876.01,8548.741,star,,29.264,1.0
14630,11885.625,6048.747,star,,28.938,1.0
14631,3571.463,10182.06,star,,27.812,1.0
14632,12131.355,6828.202,star,,30.108,1.0
14633,11326.277,5455.716,star,,25.523,1.0
14634,2495.461,9958.084,star,,35.419,1.0
14635,4869.922,13119.973,star,,44.339,1.0
14636,8548.87,12621.245,star,,36.467,1.0
14637,9255.256,10416.898,star,,18.745,1.0
14638,10378.24,2575.409,star,,36.981,1.0
14639,4044.499,8826.349,star,,16.398,1.0
14640,1197.083,5338.256,star,,43.895,1.0
14641,3354.687,8154.094,star,,20.571,1.0
14642,7915.111,10895.248,star,,18.247,1.0
14643,3385.981,8165.485,star,,20.294,1.0
14644,10835.423,6094.532,star,,18.697,1.0
14645,2803.026,6649.004,star,,25.335,1.0
14646,8007.715,11345.533,star,,22.844,1.0
14647,7437.628,3165.905,star,,21.400,1.0
14648,9555.778,3650.103,star,,23.476,1.0
14649,1624.742,8477.684,star,,38.154,1.0
14650,8184.786,3350.703,star,,20.683,1.0
14651,4958.522,2868.276,star,,29.836,1.0
14652,3189.835,6198.508,star,,22.372,1.0
14653,5736.096,3114.218,star,,24.451,1.0
14654,12315.82,10859.29,star,,43.467,1.0
14655,12786.26,4980.806,star,,40.816,1.0
14656,2135.846,6917.945,star,,31.730,1.0
14657,4432.353,9799.537,star,,18.799,1.0
14658,9339.592,4401.057,star,,16.085,1.0
14659,2442.818,8385.462,star,,29.978,1.0
14660,6723.886,11508.875,star,,24.012,1.0
14661,8747.777,684.233,star,,47.925,1.0
14662,8371.88,13818.332,star,,47.824,1.0
14663,11529.475,10020.221,star,,32.241,1.0
14664,11491.67,3448.651,star,,37.804,1.0
14665,3460.468,8548.643,star,,20.682,1.0
14666,1460.665,4008.162,star,,46.737,1.0
14667,10682.693,5986.881,star,,17.589,1.0
14668,3103.922,12573.873,star,,48.356,1.0
14669,2216.252,5479.012,star,,33.774,1.0
14670,1506.909,8654.267,star,,39.709,1.0
14671,4613.068,12255.009,star,,37.527,1.0
14672,8343.891,543.303,star,,48.510,1.0
14673,4798.04,3238.986,star,,27.391,1.0
14674,9892.65,3563.139,star,,26.110,1.0
14675,2219.057,4811.531,star,,36.300,1.0
14676,4460.947,3441.39,star,,27.579,1.0
14677,3371.728,9734.065,star,,26.781,1.0
14678,7014.092,3099.614,star,,22.054,1.0
14679,4317.123,10256.317,star,,22.828,1.0
14680,9464.019,12433.58,star,,37.606,1.0
14681,12168.787,4112.871,star,,39.247,1.0
14682,8042.586,12245.098,star,,31.763,1.0
14683,1357.13,4645.23,star,,44.827,1.0
14684,2086.462,7403.542,star,,32.169,1.0
14685,5355.877,3046.247,star,,26.505,1.0
14686,8155.095,12048.887,star,,30.029,1.0
14687,10257.682,10325.84,star,,24.292,1.0
14688,5297.393,11919.724,star,,31.609,1.0
14689,11235.002,10683.101,star,,33.870,1.0
14690,6496.981,3179.04,star,,21.848,1.0
14691,7413.753,2068.524,star,,32.352,1.0
14692,11258.368,11350.248,star,,38.613,1.0
14693,11406.475,7157.804,star,,22.709,1.0
14694,884.528,5325.032,star,,46.923,1.0
14695,12866.429,10857.198,star,,48.019,1.0
14696,6748.42,11270.309,star,,21.614,1.0
14697,10362.53,8764.408,star,,15.862,1.0
14698,4089.353,5078.31,star,,18.723,1.0
14699,7223.675,11454.629,star,,23.186,1.0
14700,5280.695,13281.869,star,,44.478,1.0
14701,3674.709,9702.634,star,,24.096,1.0
14702,12953.79,6192.754,star,,39.087,1.0
14703,4703.8,11928.018,star,,34.211,1.0
14704,8569.8,10890.363,star,,19.953,1.0
14705,10955.833,6539.847,star,,18.809,1.0
14706,5008.428,11899.363,star,,32.586,1.0
14707,5300.244,11640.531,star,,29.024,1.0
14708,10111.85,2815.862,star,,33.501,1.0
14709,4183.35,3651.101,star,,27.651,1.0
14710,9899.224,12369.853,star,,38.898,1.0
14711,10766.596,3159.796,star,,34.729,1.0
14712,12156.524,9299.903,star,,34.414,1.0
14713,5113.157,9908.131,star,,14.977,1.0
14714,1406.059,8347.895,star,,40.015,1.0
14715,10331.995,8828.573,star,,15.878,1.0
14716,8610.859,3159.79,star,,23.726,1.0
14717,2429.362,2433.32,star,,48.514,1.0
14718,10891.394,4750.876,star,,25.070,1.0
14719,5745.903,2747.733,star,,27.884,1.0
14720,947.034,6174.209,star,,44.392,1.0
14721,4752.086,10106.583,star,,18.800,1.0
14722,11924.708,7233.196,star,,27.887,1.0
14723,6228.866,1234.019,star,,41.472,1.0
14724,8197.895,3126.387,star,,22.893,1.0
14725,10942.41,4395.927,star,,27.548,1.0
14726,4553.764,10502.426,star,,23.111,1.0
14727,5392.924,10548.281,star,,18.796,1.0
14728,8133.666,10901.565,star,,18.777,1.0
14729,13414.759,9087.842,star,,45.547,1.0
14730,13319.012,8901.783,star,,44.111,1.0
14731,6147.32,12243.991,star,,32.208,1.0
14732,12362.954,11365.504,star,,46.905,1.0
14733,4339.949,4001.41,star,,23.982,1.0
14734,1403.469,8760.571,star,,40.977,1.0
14735,10062.844,10236.23,star,,22.296,1.0
14736,5839.648,2480.144,star,,30.163,1.0
14737,12178.538,7080.984,star,,30.444,1.0
14738,11716.578,3946.058,star,,36.446,1.0
14739,8857.668,10610.839,star,,18.495,1.0
14740,6862.545,496.803,star,,48.126,1.0
14741,2662.858,7751.799,star,,26.683,1.0
14742,5931.909,2575.758,star,,28.991,1.0
14743,2714.096,5319.322,star,,29.698,1.0
14744,3488.222,8374.495,star,,19.870,1.0
14745,2718.275,10837.602,star,,38.569,1.0
14746,3445.282,6715.73,star,,18.880,1.0
14747,12197.15,7388.315,star,,30.641,1.0
14748,3345.231,7845.821,star,,20.053,1.0
14749,4841.952,10195.28,star,,18.912,1.0
14750,9426.43,13042.869,star,,43.115,1.0
14751,4439.756,11180.86,star,,29.217,1.0
14752,4595.776,3454.874,star,,26.686,1.0
14753,12703.848,3261.242,star,,48.459,1.0
14754,6039.81,3249.622,star,,22.216,1.0
14755,11230.977,3728.354,star,,34.000,1.0
14756,3385.109,5989.909,star,,21.068,1.0
14757,4267.797,2195.521,star,,39.069,1.0
14758,11310.618,8121.153,star,,22.731,1.0
14759,3204.985,7343.584,star,,20.970,1.0
14760,2417.02,10013.763,star,,36.371,1.0
14761,6358.555,2912.895,star,,24.721,1.0
14762,11946.237,6548.958,star,,28.573,1.0
14763,10829.657,5301.455,star,,21.707,1.0
14764,9136.534,1412.763,star,,41.960,1.0
14765,6484.148,1169.355,star,,41.750,1.0
14766,6187.747,3411.399,star,,20.256,1.0
14767,10070.908,12240.919,star,,38.586,1.0
14768,10003.351,3756.421,star,,25.251,1.0
14769,3296.12,7977.609,star,,20.768,1.0
14770,12020.769,6867.505,star,,28.975,1.0
14771,8089.696,11907.665,star,,28.520,1.0
14772,3386.432,4225.857,star,,29.435,1.0
14773,13007.592,5582.866,star,,40.981,1.0
14774,13444.261,5798.823,star,,44.680,1.0
14775,7831.266,1855.005,star,,34.799,1.0
14776,8369.531,984.642,star,,44.208,1.0
14777,3548.31,9977.713,star,,26.736,1.0
14778,10566.927,5143.16,star,,20.220,1.0
14779,3431.022,3489.228,star,,33.966,1.0
14780,5078.461,10085.724,star,,16.599,1.0
14781,9558.258,4447.984,star,,17.083,1.0
14782,11281.523,8089.941,star,,22.355,1.0
14783,5122.723,3753.248,star,,21.310,1.0
14784,2878.297,4411.912,star,,32.499,1.0
14785,2221.644,6088.822,star,,32.044,1.0
14786,13419.263,5991.754,star,,44.033,1.0
14787,6379.479,11678.034,star,,26.202,1.0
14788,3430.888,2546.181,star,,40.960,1.0
14789,1179.797,7923.607,star,,41.613,1.0
14790,8085.101,13146.252,star,,40.733,1.0
14791,4833.641,10841.001,star,,24.192,1.0
14792,3470.458,2601.143,star,,40.284,1.0
14793,12214.374,8063.05,star,,31.496,1.0
14794,1939.844,6307.136,star,,34.382,1.0
14795,11612.002,5085.412,star,,29.662,1.0
14796,2509.801,10533.2,star,,38.403,1.0
14797,3945.482,4221.606,star,,25.191,1.0
14798,12562.704,7949.863,star,,34.766,1.0
14799,9703.774,9788.493,star,,16.578,1.0
14800,3497.722,8155.197,star,,19.185,1.0
14801,4717.327,9723.222,star,,16.217,1.0
14802,4061.833,4967.497,star,,19.584,1.0
14803,6655.397,12023.424,star,,29.202,1.0
14804,5174.411,10862.179,star,,22.601,1.0
14805,3673.153,10060.909,star,,26.260,1.0
14806,11347.683,7595.154,star,,22.289,1.0
14807,1113.896,7164.845,star,,41.863,1.0
14808,12265.059,6647.279,star,,31.612,1.0
14809,3340.675,11667.993,star,,39.842,1.0
14810,2497.893,8398.021,star,,29.474,1.0
14811,9274.334,4168.893,star,,17.592,1.0
14812,13487.635,8991.6,star,,45.977,1.0
14813,854.166,5092.22,star,,47.915,1.0
14814,3704.033,8080.929,star,,17.004,1.0
14815,12304.76,6441.263,star,,32.277,1.0
14816,2294.017,4529.833,star,,36.920,1.0
14817,2575.364,10570.944,star,,38.088,1.0
14818,10937.834,3511.025,star,,33.336,1.0
14819,11284.929,10177.164,star,,31.116,1.0
14820,5870.037,13441.504,star,,44.498,1.0
14821,7848.318,995.375,star,,43.365,1.0
14822,11221.488,6986.594,star,,20.922,1.0
14823,2781.989,10431.363,star,,35.596,1.0
14824,4557.692,3504.761,star,,26.499,1.0
14825,10687.322,5256.805,star,,20.673,1.0
14826,7879.348,13067.034,star,,39.683,1.0
14827,3500.56,8288.356,star,,19.505,1.0
14828,4001.539,9080.745,star,,17.989,1.0
14829,9867.157,4557.932,star,,18.362,1.0
14830,3218.791,11464.753,star,,39.154,1.0
14831,8901.61,10997.513,star,,22.195,1.0
14832,9207.745,4178.696,star,,17.147,1.0
14833,9885.337,10764.108,star,,25.193,1.0
14834,7264.872,12112.774,star,,29.770,1.0
14835,5807.348,3680.831,star,,18.901,1.0
14836,7421.95,13419.138,star,,42.865,1.0
14837,5515.514,11998.292,star,,31.562,1.0
14838,11006.763,3438.585,star,,34.335,1.0
14839,3195.377,7830.632,star,,21.510,1.0
14840,10528.376,11481.915,star,,34.801,1.0
14841,7928.95,471.698,star,,48.657,1.0
14842,8294.141,11065.37,star,,20.770,1.0
14843,11290.982,8355.43,star,,23.108,1.0
14844,9779.405,12122.713,star,,36.153,1.0
14845,743.489,6530.052,star,,45.930,1.0
14846,10816.056,6215.243,star,,18.172,1.0
14847,11474.195,9905.077,star,,31.154,1.0
14848,10962.112,6391.187,star,,19.163,1.0
14849,10025.727,9707.756,star,,18.333,1.0
14850,7927.283,11727.289,star,,26.467,1.0
14851,1799.721,6324.554,star,,35.734,1.0
14852,5209.734,3649.103,star,,21.771,1.0
14853,4176.257,9655.313,star,,19.798,1.0
14854,4437.171,4245.134,star,,21.527,1.0
14855,2129.141,9898.795,star,,38.338,1.0
14856,11791.515,4880.751,star,,32.181,1.0
14857,3580.49,7761.265,star,,17.599,1.0
14858,7833.081,2538.074,star,,28.022,1.0
14859,11232.056,6445.544,star,,21.697,1.0
14860,2536.799,12109.339,star,,48.524,1.0
14861,7813.166,3471.702,star,,18.753,1.0
14862,10733.926,9091.184,star,,20.658,1.0
14863,3094.9,6496.984,star,,22.677,1.0
14864,5969.67,11371.834,star,,24.194,1.0
14865,4895.692,1707.112,star,,40.622,1.0
14866,4716.302,9804.191,star,,16.802,1.0
14867,2306.167,7792.407,star,,30.273,1.0
14868,11349.692,5031.065,star,,27.568,1.0
14869,3713.38,8805.166,star,,19.293,1.0
14870,9664.839,10485.223,star,,21.639,1.0
14871,6804.665,1630.47,star,,36.848,1.0
14872,11110.297,12774.729,star,,48.663,1.0
14873,8986.418,2425.553,star,,31.903,1.0
14874,3854.813,3425.11,star,,31.512,1.0
14875,10731.138,5763.278,star,,18.844,1.0
14876,9962.961,10396.883,star,,22.820,1.0
14877,3408.301,5043.873,star,,24.684,1.0
14878,3120.26,7551.042,star,,21.933,1.0
14879,6494.397,2414.47,star,,29.397,1.0
14880,5648.534,3465.121,star,,21.498,1.0
14881,3334.67,7222.419,star,,19.653,1.0
14882,1929.982,5316.779,star,,37.014,1.0
14883,13050.28,7859.062,star,,39.494,1.0
14884,6705.22,2003.946,star,,33.212,1.0
14885,2321.64,4917.849,star,,34.917,1.0
14886,7584.027,2346.916,star,,29.668,1.0
14887,6402.351,11596.387,star,,25.357,1.0
14888,9625.976,3678.437,star,,23.630,1.0
14889,3935.442,5078.089,star,,20.005,1.0
14890,2163.638,6588.354,star,,31.754,1.0
14891,4230.16,10670.161,star,,26.476,1.0
14892,6441.681,1400.916,star,,39.507,1.0
14893,6432.525,12276.056,star,,32.007,1.0
14894,5312.331,3651.957,star,,21.253,1.0
14895,6654.207,993.973,star,,43.315,1.0
14896,3336.701,9299.986,star,,24.864,1.0
14897,3708.254,4693.815,star,,24.052,1.0
14898,8979.883,3058.568,star,,25.992,1.0
14899,8709.446,13251.15,star,,42.968,1.0
14900,10113.264,4849.848,star,,18.224,1.0
14901,8926.605,11749.948,star,,29.253,1.0
14902,8272.678,3239.433,star,,21.980,1.0
14903,7528.745,11214.956,star,,20.910,1.0
14904,6159.212,2680.29,star,,27.416,1.0
14905,13345.73,9150.619,star,,45.073,1.0
14906,10770.644,5741.261,star,,19.293,1.0
14907,2165.552,7684.971,star,,31.560,1.0
14908,13502.816,7182.416,star,,43.669,1.0
14909,892.764,6141.014,star,,44.983,1.0
14910,1998.515,3121.037,star,,47.174,1.0
14911,3607.315,8416.439,star,,18.864,1.0
14912,8867.357,3965.625,star,,17.287,1.0
14913,7793.993,11612.685,star,,25.143,1.0
14914,5083.775,4229.174,star,,17.543,1.0
14915,5513.367,10182.794,star,,15.019,1.0
14916,10137.894,12464.1,star,,40.859,1.0
14917,7072.3,11974.814,star,,28.410,1.0
14918,11863.226,5845.98,star,,29.256,1.0
14919,11834.825,9802.395,star,,33.730,1.0
14920,3877.617,12888.625,star,,46.633,1.0
14921,1160.003,5176.748,star,,44.747,1.0
14922,7334.941,11377.613,star,,22.433,1.0
14923,8542.019,3187.492,star,,23.244,1.0
14924,7202.823,2438.887,star,,28.611,1.0
14925,7130.184,2173.934,star,,31.268,1.0
14926,6272.017,3297.767,star,,21.148,1.0
14927,10155.525,12337.298,star,,39.842,1.0
14928,12181.077,7482.696,star,,30.524,1.0
14929,3080.993,7032.972,star,,22.231,1.0
14930,11276.118,8086.514,star,,22.346,1.0
14931,3707.783,10210.912,star,,26.949,1.0
14932,9383.124,3955.534,star,,19.975,1.0
14933,8369.943,11632.749,star,,26.446,1.0
14934,9612.986,11096.841,star,,26.407,1.0
14935,3300.084,11001.94,star,,35.289,1.0
14936,11023.758,1843.938,star,,46.672,1.0
14937,6029.929,12371.702,star,,33.709,1.0
14938,9941.024,9639.654,star,,17.261,1.0
14939,6663.374,11945.582,star,,28.420,1.0
14940,9389.94,12747.101,star,,40.224,1.0
14941,1735.059,9902.656,star,,41.869,1.0
14942,5773.336,3340.131,star,,22.202,1.0
14943,11481.456,7357.99,star,,23.478,1.0
14944,5733.358,13324.011,star,,43.659,1.0
14945,4659.328,10589.574,star,,23.145,1.0
14946,9383.55,10971.69,star,,24.156,1.0
14947,2954.122,9274.492,star,,28.159,1.0
14948,4736.814,11461.273,star,,29.975,1.0
14949,7857.498,1014.879,star,,43.180,1.0
14950,10406.139,5339.617,star,,17.823,1.0
14951,2409.102,9783.201,star,,35.323,1.0
14952,734.107,6416.173,star,,46.153,1.0
14953,8525.639,3229.371,star,,22.795,1.0
14954,3302.512,3220.783,star,,36.774,1.0
14955,12279.328,8411.574,star,,32.822,1.0
14956,11855.833,9361.231,star,,31.911,1.0
14957,7841.851,3025.289,star,,23.209,1.0
14958,9963.514,3748.513,star,,25.064,1.0
14959,10636.984,3052.163,star,,34.712,1.0
14960,4491.046,10659.656,star,,24.730,1.0
14961,4308.147,4826.04,star,,18.488,1.0
14962,11152.127,9031.434,star,,24.156,1.0
14963,11217.721,8883.357,star,,24.146,1.0
14964,9556.832,4252.543,star,,18.588,1.0
14965,2561.838,7613.362,star,,27.549,1.0
14966,7843.549,3555.472,star,,17.976,1.0
14967,9710.432,12704.601,star,,41.082,1.0
14968,7183.274,11233.601,star,,20.978,1.0
14969,12765.414,10475.78,star,,45.153,1.0
14970,12314.615,7137.67,star,,31.792,1.0
14971,11216.528,6526.376,star,,21.399,1.0
14972,8856.6,13444.503,star,,45.205,1.0
14973,1221.093,5584.313,star,,42.975,1.0
14974,8371.12,11568.059,star,,25.823,1.0
14975,8994.149,10592.951,star,,18.958,1.0
14976,3801.586,5043.966,star,,21.315,1.0
14977,9073.857,3142.05,star,,25.606,1.0
14978,4380.474,9868.401,star,,19.647,1.0
14979,1144.207,8787.528,star,,43.553,1.0
14980,2908.099,8720.77,star,,26.464,1.0
14981,13958.194,7870.969,star,,48.537,1.0
14982,3074.935,12554.527,star,,48.380,1.0
14983,11977.633,10297.748,star,,37.511,1.0
14984,11135.052,4868.801,star,,26.495,1.0
14985,6101.809,1223.436,star,,41.796,1.0
14986,10289.328,3661.878,star,,27.808,1.0
14987,12780.57,4977.876,star,,40.799,1.0
14988,2440.176,5536.226,star,,31.472,1.0
14989,12983.294,5763.635,star,,40.279,1.0
14990,3426.694,1856.106,star,,46.489,1.0
14991,12297.743,6176.825,star,,32.673,1.0
14992,3267.229,6876.725,star,,20.475,1.0
14993,3998.509,3963.911,star,,26.596,1.0
14994,2204.837,7227.543,star,,30.952,1.0
14995,1046.036,8213.532,star,,43.337,1.0
14996,12089.713,7290.744,star,,29.543,1.0
14997,12055.701,9104.77,star,,32.746,1.0
14998,11894.917,4972.467,star,,32.701,1.0
14999,11784.583,5870.903,star,,28.431,1.0
15000,7040.081,12668.38,star,,35.353,1.0
15001,13074.083,5223.136,star,,42.685,1.0
15002,11771.95,7160.424,star,,26.363,1.0
15003,10191.394,8766.201,star,,14.343,1.0
15004,3623.848,8963.128,star,,20.774,1.0
15005,11833.751,10198.158,star,,35.762,1.0
15006,2055.15,10345.906,star,,41.185,1.0
15007,10873.91,4095.284,star,,28.900,1.0
15008,1555.547,8798.817,star,,39.613,1.0
15009,12340.958,8233.695,star,,33.047,1.0
15010,823.541,5234.938,star,,47.786,1.0
15011,10294.565,2228.912,star,,39.434,1.0
15012,3465.276,4861.465,star,,25.133,1.0
15013,2799.155,9722.911,star,,31.614,1.0
15014,4519.136,9739.405,star,,17.754,1.0
15015,2364.305,7769.536,star,,29.669,1.0
15016,5746.293,3777.499,star,,18.241,1.0
15017,1091.856,6191.497,star,,42.935,1.0
15018,1759.894,8747.139,star,,37.503,1.0
15019,5264.335,4154.944,star,,17.151,1.0
15020,10371.343,12551.722,star,,42.781,1.0
15021,1377.031,8607.475,star,,40.860,1.0
15022,2380.194,8108.54,star,,30.011,1.0
15023,2526.478,6803.104,star,,27.918,1.0
15024,5651.563,10722.148,star,,19.203,1.0
15025,2620.258,3861.92,star,,37.743,1.0
15026,4099.114,5207.193,star,,17.929,1.0
15027,9154.678,12626.14,star,,38.264,1.0
15028,13583.904,6921.022,star,,44.548,1.0
15029,2810.053,4371.981,star,,33.289,1.0
15030,11752.78,8272.669,star,,27.378,1.0
15031,4642.245,13064.887,star,,44.711,1.0
15032,3782.14,4197.821,star,,26.566,1.0
15033,8921.429,3547.121,star,,21.289,1.0
15034,9141.517,966.518,star,,46.227,1.0
15035,4031.779,10489.396,star,,26.486,1.0
15036,8059.088,10911.316,star,,18.699,1.0
15037,2826.657,5495.86,star,,27.990,1.0
15038,3055.082,4866.534,star,,28.631,1.0
15039,3007.82,9048.22,star,,26.728,1.0
15040,4007.942,3958.772,star,,26.566,1.0
15041,7513.464,12550.083,star,,34.223,1.0
15042,12356.396,7687.11,star,,32.418,1.0
15043,6737.298,13958.819,star,,48.399,1.0
15044,11394.443,6411.181,star,,23.357,1.0
15045,9536.383,10978.283,star,,24.995,1.0
15046,5451.597,4113.551,star,,16.538,1.0
15047,10033.655,1198.273,star,,47.272,1.0
15048,9414.047,4573.415,star,,15.195,1.0
15049,9928.212,3841.334,star,,24.110,1.0
15050,12887.195,6169.986,star,,38.472,1.0
15051,3377.671,10105.471,star,,28.867,1.0
15052,4919.302,1997.774,star,,37.859,1.0
15053,5237.132,13066.87,star,,42.572,1.0
15054,8977.988,4118.982,star,,16.459,1.0
15055,9657.698,10115.719,star,,18.700,1.0
15056,9704.37,11468.417,star,,30.062,1.0
15057,11142.439,3916.221,star,,32.106,1.0
15058,11930.914,5206.408,star,,32.063,1.0
15059,10838.632,3191.099,star,,34.972,1.0
15060,1777.834,9176.491,star,,38.640,1.0
15061,4481.92,9908.197,star,,19.191,1.0
15062,11215.234,4664.634,star,,28.252,1.0
15063,10746.766,8577.23,star,,18.635,1.0
15064,3127.102,5261.397,star,,26.164,1.0
15065,13463.749,9824.772,star,,48.503,1.0
15066,10463.776,10042.96,star,,23.850,1.0
15067,1367.859,3792.829,star,,48.611,1.0
15068,4424.228,9391.363,star,,16.216,1.0
15069,4655.286,3313.416,star,,27.525,1.0
15070,11971.58,11605.969,star,,45.512,1.0
15071,2612.52,5909.531,star,,28.697,1.0
15072,3660.072,12906.133,star,,47.912,1.0
15073,11535.233,6503.649,star,,24.579,1.0
15074,10825.451,10948.269,star,,32.713,1.0
15075,3530.813,7408.619,star,,17.741,1.0
15076,4306.874,4664.067,star,,19.546,1.0
15077,6713.761,11415.063,star,,23.092,1.0
15078,9340.683,4542.188,star,,14.975,1.0
15079,3436.39,6637.104,star,,19.080,1.0
15080,3407.628,5466.461,star,,22.757,1.0
15081,6827.438,709.806,star,,46.019,1.0
15082,13052.562,8658.586,star,,40.918,1.0
15083,12382.473,8127.372,star,,33.259,1.0
15084,6774.183,3184.255,star,,21.388,1.0
15085,12240.47,6344.418,star,,31.799,1.0
15086,7382.908,11676.838,star,,25.439,1.0
15087,12178.996,8855.622,star,,33.063,1.0
15088,9262.574,2435.949,star,,32.828,1.0
15089,12059.683,8104.003,star,,30.041,1.0
15090,11402.377,9014.642,star,,26.358,1.0
15091,11131.126,6201.245,star,,21.228,1.0
15092,1122.982,6993.756,star,,41.811,1.0
15093,5687.205,11294.042,star,,24.360,1.0
15094,4295.783,10318.382,star,,23.425,1.0
15095,9093.881,11429.593,star,,26.925,1.0
15096,9024.296,4187.309,star,,16.101,1.0
15097,6497.897,2241.851,star,,31.100,1.0
15098,2921.237,7382.233,star,,23.819,1.0
15099,3594.745,5048.054,star,,23.053,1.0
15100,12524.962,11406.68,star,,48.429,1.0
15101,1333.175,3899.167,star,,48.382,1.0
15102,5723.478,1878.337,star,,36.269,1.0
15103,3561.865,3243.243,star,,34.826,1.0
15104,3435.007,1578.217,star,,48.730,1.0
15105,1696.719,6272.368,star,,36.837,1.0
15106,12311.945,4150.702,star,,40.281,1.0
15107,7927.474,12199.252,star,,31.135,1.0
15108,3931.875,2832.125,star,,35.624,1.0
15109,7310.954,584.836,star,,47.158,1.0
15110,11816.384,3994.164,star,,36.979,1.0
15111,12259.179,7992.23,star,,31.823,1.0
15112,4976.286,2013.142,star,,37.491,1.0
15113,7600.586,3055.314,star,,22.622,1.0
15114,10090.62,3942.977,star,,24.383,1.0
15115,8745.655,10646.67,star,,18.356,1.0
15116,9466.348,4331.172,star,,17.411,1.0
15117,4869.022,4192.695,star,,19.122,1.0
15118,9126.843,3364.718,star,,23.822,1.0
15119,9103.494,3663.707,star,,21.054,1.0
15120,4038.507,9238.144,star,,18.490,1.0
15121,1918.602,7236.083,star,,33.814,1.0
15122,12080.278,9976.461,star,,36.722,1.0
15123,11506.612,5901.929,star,,25.680,1.0
15124,6877.5,12196.548,star,,30.722,1.0
15125,1289.01,8781.6,star,,42.137,1.0
15126,1179.539,4139.925,star,,48.597,1.0
15127,11079.605,8769.855,star,,22.438,1.0
15128,3101.175,9283.574,star,,26.880,1.0
15129,12014.624,9285.52,star,,33.052,1.0
15130,4080.826,3082.784,star,,32.726,1.0
15131,4476.575,9575.091,star,,16.974,1.0
15132,3512.738,8553.958,star,,20.203,1.0
15133,3066.668,6069.7,star,,23.892,1.0
15134,11931.468,4147.103,star,,37.076,1.0
15135,13179.002,8796.049,star,,42.483,1.0
15136,9152.743,3275.753,star,,24.734,1.0
15137,901.044,8600.716,star,,45.485,1.0
15138,10697.812,5490.406,star,,19.671,1.0
15139,10694.602,5411.437,star,,20.000,1.0
15140,10667.782,10267.029,star,,26.861,1.0
15141,3058.46,3062.986,star,,39.613,1.0
15142,11092.627,8785.754,star,,22.618,1.0
15143,10814.522,8654.812,star,,19.549,1.0
15144,2485.622,10070.533,star,,36.076,1.0
15145,9739.832,1208.184,star,,45.995,1.0
15146,12412.652,7975.391,star,,33.316,1.0
15147,2104.476,7377.516,star,,31.980,1.0
15148,10513.673,10252.463,star,,25.619,1.0
15149,4819.352,10228.417,star,,19.312,1.0
15150,5497.228,3771.746,star,,19.340,1.0
15151,2965.668,3978.366,star,,34.278,1.0
15152,4753.237,4751.135,star,,15.692,1.0
15153,3534.287,2960.314,star,,37.121,1.0
15154,2731.281,8624.175,star,,27.839,1.0
15155,3205.248,6791.246,star,,21.174,1.0
15156,9659.583,9911.205,star,,17.172,1.0
15157,8741.949,10528.512,star,,17.264,1.0
15158,11724.528,5635.345,star,,28.584,1.0
15159,5144.275,10668.736,star,,21.079,1.0
15160,4942.625,13309.73,star,,45.848,1.0
15161,5590.681,1210.526,star,,43.060,1.0
15162,12262.09,7976.745,star,,31.828,1.0
15163,11770.886,3904.089,star,,37.132,1.0
15164,11444.703,7753.62,star,,23.426,1.0
15165,2525.226,8637.383,star,,29.847,1.0
15166,7038.953,12446.479,star,,33.135,1.0
15167,13696.695,6826.35,star,,45.725,1.0
15168,1833.31,8351.716,star,,35.847,1.0
15169,6130.11,12377.113,star,,33.546,1.0
15170,5447.372,12001.187,star,,31.824,1.0
15171,10067.556,10406.291,star,,23.581,1.0
15172,4430.723,3905.79,star,,24.109,1.0
15173,9225.322,10407.847,star,,18.509,1.0
15174,5532.815,11101.352,star,,23.152,1.0
15175,7029.348,11114.924,star,,19.835,1.0
15176,5091.583,3750.198,star,,21.498,1.0
15177,5478.772,1311.354,star,,42.394,1.0
15178,8432.104,3360.713,star,,21.258,1.0
15179,3083.451,5561.215,star,,25.361,1.0
15180,6546.286,593.154,star,,47.408,1.0
15181,4341.54,3677.606,star,,26.436,1.0
15182,9200.252,12696.025,star,,39.076,1.0
15183,7964.426,12101.694,star,,30.224,1.0
15184,11940.039,9698.4,star,,34.159,1.0
15185,4898.641,1285.035,star,,44.522,1.0
15186,12145.137,6679.335,star,,30.385,1.0
15187,10772.281,8557.001,star,,18.801,1.0
15188,7596.553,3036.805,star,,22.803,1.0
15189,3074.594,8503.569,star,,24.203,1.0
15190,12514.766,8246.486,star,,34.777,1.0
15191,12941.528,5386.487,star,,40.914,1.0
15192,2134.521,5838.829,star,,33.492,1.0
