src,dst
9162,18936
9162,23893
9163,16889
9163,22817
9164,21612
9164,22576
9164,26307
9165,19100
9165,31489
9165,32931
9166,27084
9167,12232
9167,14478
9167,19535
9167,23079
9168,9745
9168,11897
9168,25025
9168,25040
9169,16501
9169,16782
9169,20205
9169,31144
9170,12351
9170,14815
9170,19448
9170,22061
9170,24943
9171,20155
9171,20920
9171,25039
9171,26793
9172,14631
9172,32281
9173,20637
9173,26070
9174,16928
9174,19428
9174,32845
9175,19620
9175,24608
9176,10033
9176,20664
9176,30546
9177,10771
9178,13571
9178,26335
9178,29056
9178,32960
9179,13040
9180,11622
9180,14517
9180,17495
9181,16950
9181,23184
9181,31739
9182,25188
9183,21803
9183,24518
9183,26416
9183,31689
9184,10044
9184,23599
9184,26198
9185,20101
9185,22460
9186,9202
9186,27271
9186,31535
9187,27188
9187,27586
9188,16317
9188,20505
9188,20745
9189,18964
9189,27208
9189,30833
9190,9286
9190,11255
9190,14200
9191,12939
9191,16105
9191,33148
9192,10678
9193,18058
9193,24659
9193,29462
9194,22296
9195,18704
9195,20287
9195,23050
9195,24135
9196,19609
9196,31831
9197,12557
9197,26585
9197,33442
9198,30682
9199,19627
9199,33221
9200,25113
9200,32966
9202,11108
9202,27271
9203,18967
9203,22402
9203,32025
9204,11596
9204,21822
9204,24011
9204,30980
9205,10096
9205,15701
9205,18702
9205,19493
9205,20318
9206,30214
9206,32334
9207,22931
9207,25757
9208,18259
9208,27784
9208,28506
9208,29749
9209,20411
9209,21636
9209,23034
9210,25630
9210,27318
9210,27603
9210,33217
9211,11063
9211,26616
9211,29443
9212,10608
9212,11388
9212,24482
9212,32968
9213,14665
9213,30947
9214,14053
9214,17211
9214,17417
9214,33355
9215,23319
9215,26971
9216,14103
9216,19911
9216,22824
9217,18905
9217,21706
9217,25126
9217,31258
9218,12595
9218,26128
9218,31587
9219,10315
9219,13665
9219,18701
9219,18790
9219,21826
9220,21262
9220,21426
9220,24958
9221,21659
9221,27181
9221,28459
9221,30164
9222,13869
9223,14296
9223,15419
9223,17151
9223,24031
9223,28854
9224,24888
9224,26898
9224,30906
9225,22742
9225,29224
9225,29272
9225,29606
9226,9277
9226,10953
9226,30477
9227,11633
9227,12505
9227,15949
9227,18229
9227,27505
9227,29660
9228,11448
9228,15713
9228,21150
9229,20592
9229,28739
9230,13006
9230,16642
9230,29824
9231,15370
9231,20262
9231,28858
9232,16258
9232,20610
9232,22723
9233,24934
9234,27273
9234,33213
9235,18353
9235,32484
9236,11843
9237,10418
9237,15868
9237,20044
9237,25907
9238,9525
9238,24541
9238,27000
9239,32400
9239,33033
9240,16408
9240,26786
9241,32441
9242,10868
9242,23667
9242,25868
9242,33017
9243,10506
9243,16057
9243,23730
9243,26478
9243,28036
9244,9358
9244,11981
9245,11399
9245,13957
9245,29550
9245,30093
9246,10001
9246,16065
9246,23300
9247,22725
9247,31963
9248,16754
9248,27134
9249,9641
9249,10424
9249,22486
9250,13533
9250,24278
9250,27326
9250,31867
9251,9783
9251,13919
9251,23871
9251,26447
9252,16172
9252,19691
9252,24130
9252,29480
9253,9725
9253,16663
9254,24056
9254,29032
9255,14407
9255,16911
9255,18859
9255,29307
9256,17231
9256,18688
9257,12570
9258,9613
9258,20242
9258,25990
9259,18716
9259,24545
9260,20015
9260,26996
9261,16245
9262,11693
9262,22859
9262,26923
9263,10579
9263,17222
9264,23026
9264,23094
9264,29008
9264,31777
9265,14398
9265,24699
9266,17105
9266,18521
9266,23676
9267,12371
9267,18628
9267,26841
9268,20295
9268,21873
9268,27631
9269,16916
9269,26071
9270,10393
9270,22269
9270,32643
9271,13358
9271,14536
9271,33187
9272,13802
9272,22414
9272,27805
9273,13577
9273,30038
9273,32537
9274,20434
9274,21313
9274,29981
9275,18870
9275,23258
9276,16944
9277,10953
9278,23520
9278,30998
9278,31604
9279,9652
9279,24441
9280,12550
9280,18555
9281,23160
9281,30610
9281,30619
9282,9550
9282,19696
9282,23232
9283,16878
9283,20842
9283,31121
9284,10114
9284,19884
9285,12107
9285,24238
9286,11255
9287,24330
9288,12143
9288,27154
9288,30917
9289,10981
9289,13123
9289,25548
9289,29052
9290,16533
9290,16995
9290,21587
9291,12135
9291,17938
9292,18506
9292,23796
9292,32690
9293,17110
9293,17923
9294,26909
9294,28346
9295,11885
9295,15058
9295,33241
9296,19190
9296,29926
9297,16683
9297,17017
9297,24760
9298,10973
9298,17885
9298,31966
9299,12051
9299,15368
9299,25402
9299,25514
9300,24434
9300,24501
9300,25410
9301,13119
9301,15067
9301,17449
9301,28638
9301,31864
9301,31929
9302,13599
9302,14897
9302,20868
9303,13888
9303,20332
9303,30719
9304,12738
9304,18158
9304,25167
9305,20882
9305,26941
9305,29755
9306,13802
9306,15385
9306,17690
9306,23416
9306,24197
9307,31241
9307,32640
9307,33399
9308,20626
9308,21696
9308,24289
9308,27133
9309,12670
9309,32671
9310,28133
9310,29120
9311,11825
9311,31208
9312,16660
9312,24181
9312,25546
9313,11320
9313,26065
9313,32901
9314,17607
9314,23167
9314,29404
9314,31909
9314,32437
9315,14569
9315,20567
9316,9906
9316,10346
9316,17431
9317,17633
9317,18949
9318,15880
9318,19098
9318,26641
9319,16152
9319,18661
9319,33303
9320,22814
9320,28968
9320,30257
9321,10673
9321,15358
9321,27469
9322,13868
9322,18163
9323,20701
9323,21699
9324,13958
9324,29429
9324,32565
9325,11972
9325,27595
9325,29931
9326,11794
9326,24604
9326,26620
9327,13965
9327,19571
9327,27116
9328,10457
9328,32375
9329,14687
9329,17896
9329,19115
9329,31984
9330,14501
9330,28721
9331,12174
9331,32865
9332,11850
9332,13130
9332,18177
9332,24083
9334,17164
9334,18235
9334,24352
9335,21250
9335,22505
9335,24057
9336,17459
9336,20759
9336,24878
9336,26026
9337,12342
9337,12952
9337,26284
9338,13400
9338,13535
9338,19029
9338,21556
9338,30139
9339,14289
9339,24328
9340,11058
9340,26183
9340,30956
9340,32638
9341,14278
9341,16457
9341,19585
9341,25245
9342,29201
9342,32421
9343,24297
9344,13797
9344,17048
9344,27868
9345,11240
9346,26561
9346,29582
9346,29610
9347,15156
9347,15582
9348,16391
9348,18156
9349,14661
9349,25072
9349,27993
9350,11339
9350,16049
9351,31249
9351,32278
9351,32620
9352,14419
9352,23057
9353,15511
9354,9980
9354,19345
9354,30905
9355,17967
9355,32674
9356,11148
9356,28169
9356,30193
9357,10435
9357,27465
9358,11981
9358,28907
9358,30332
9359,10766
9359,19187
9360,11126
9360,30103
9360,31752
9361,22754
9361,25230
9362,10464
9362,17054
9362,23473
9362,23678
9363,10273
9363,18485
9363,18954
9364,13721
9364,16350
9364,28375
9364,32715
9365,30837
9365,32728
9366,19107
9366,21813
9366,27648
9367,20906
9367,29608
9368,20731
9368,20979
9368,30282
9369,10647
9369,24742
9370,9579
9370,14988
9370,17026
9370,24905
9371,27929
9372,16299
9372,22020
9372,30707
9372,33111
9373,17057
9373,27163
9374,27618
9374,29723
9374,30133
9374,32800
9374,33045
9375,12944
9376,11738
9376,23222
9376,25471
9377,25596
9377,31024
9378,11990
9378,18720
9378,22245
9379,24464
9379,26617
9379,27716
9380,23127
9380,29672
9381,19178
9381,20207
9381,23761
9381,29811
9381,31612
9381,33343
9382,18008
9382,27428
9382,32573
9383,10465
9383,17518
9383,21249
9384,28393
9385,24059
9385,33007
9386,24332
9386,30817
9386,31487
9387,14102
9387,14681
9387,32763
9388,15620
9388,18350
9388,31111
9389,22155
9389,25973
9390,10182
9390,10915
9390,28486
9390,32987
9391,10281
9392,13177
9392,13631
9392,25088
9393,16621
9393,29670
9394,17077
9394,21146
9394,24384
9395,9884
9395,16384
9396,23174
9396,27862
9397,18115
9397,23085
9397,28622
9398,15253
9398,21740
9398,25115
9398,28254
9399,11104
9399,21252
9399,30249
9400,17627
9400,31046
9400,32070
9401,12648
9401,22073
9402,20458
9402,31557
9403,10501
9403,24410
9403,24539
9404,13931
9404,27063
9405,12930
9405,13986
9405,18037
9405,31981
9406,15927
9406,21053
9407,30318
9408,20816
9408,24350
9408,33236
9409,12034
9409,18198
9409,25819
9410,15092
9410,15801
9410,16873
9411,14015
9411,21555
9411,31358
9412,19039
9412,29392
9413,18582
9413,23671
9414,31671
9414,32824
9415,20202
9415,23755
9415,30002
9416,20032
9416,30950
9416,33263
9417,19290
9417,26954
9417,27074
9417,28363
9417,29584
9419,22116
9419,24600
9419,29041
9421,13259
9421,27717
9422,10894
9422,22606
9422,30027
9423,9669
9423,18654
9423,28692
9423,32645
9424,15117
9424,22987
9425,15278
9425,18132
9425,28771
9426,9813
9426,29879
9426,31961
9427,15776
9427,16866
9427,30596
9428,14825
9428,30141
9428,31086
9429,31391
9429,32304
9430,9841
9430,25363
9430,33071
9431,12713
9431,14940
9432,13427
9432,20606
9432,28447
9433,18600
9433,23452
9433,25976
9434,13108
9434,19444
9434,28806
9435,13058
9435,26058
9436,31690
9437,12796
9437,17069
9437,20416
9437,23114
9437,26379
9438,16168
9438,20259
9438,22169
9438,24171
9438,28513
9439,14408
9439,19308
9439,25238
9440,25952
9441,9757
9441,10064
9441,20517
9442,13027
9442,13821
9443,13127
9443,17394
9443,18203
9443,19693
9444,13785
9444,14062
9444,22565
9444,24032
9445,18622
9445,22813
9446,12778
9446,19807
9447,26621
9447,30219
9447,31192
9448,10779
9448,27023
9449,29013
9450,14313
9450,22614
9450,24303
9451,13963
9451,23836
9452,16066
9452,17088
9452,21725
9452,26497
9453,17360
9453,20919
9454,16678
9454,21650
9454,22481
9454,24711
9454,30631
9455,16680
9455,18900
9456,24177
9456,24521
9456,24595
9456,27082
9456,31837
9457,15189
9457,16762
9457,25241
9458,10155
9458,10612
9458,23496
9458,28554
9460,16750
9460,21377
9460,29941
9461,14117
9461,26863
9462,14104
9462,24510
9462,27373
9463,17345
9463,24930
9463,31254
9464,27630
9464,31410
9464,33359
9465,11627
9465,14329
9466,12181
9466,18241
9466,19914
9466,22193
9466,24854
9467,11523
9468,17457
9468,20362
9468,31391
9468,32304
9469,14325
9469,19538
9469,23391
9469,28315
9470,10914
9470,27027
9470,29784
9471,11223
9471,22670
9471,32420
9472,14422
9472,19018
9473,14122
9473,18719
9473,18868
9473,19008
9473,25890
9474,19863
9474,25918
9475,10681
9475,25688
9475,29897
9476,18616
9476,20324
9477,30505
9478,11816
9478,15349
9479,10221
9479,11134
9479,31663
9480,14188
9480,16932
9480,22417
9480,22635
9480,28477
9481,25001
9481,30893
9482,10269
9482,26376
9482,28448
9483,15221
9483,19201
9484,15916
9485,12621
9485,18140
9485,24533
9486,16004
9486,16689
9486,17458
9486,29553
9487,31292
9487,31973
9488,13880
9488,15889
9488,17584
9488,27359
9488,33391
9489,10116
9489,31038
9490,14136
9490,18749
9490,22069
9491,14127
9491,16261
9491,24896
9491,32512
9492,9499
9493,14326
9493,27470
9494,9866
9494,22527
9495,28711
9495,31800
9495,33013
9496,12407
9496,13112
9496,28749
9496,32656
9497,25996
9497,27270
9498,10423
9498,16451
9500,13563
9500,18463
9500,23511
9501,17824
9501,33467
9502,12826
9503,12520
9503,31988
9504,24823
9504,25518
9505,9947
9505,17480
9506,14168
9506,24556
9508,25983
9508,26189
9508,33349
9509,9835
9510,18662
9510,31868
9511,11498
9511,20248
9511,22626
9511,30995
9512,16634
9512,32788
9513,17526
9513,33370
9514,20064
9514,23220
9515,22786
9515,22791
9515,27999
9516,20549
9516,21761
9517,11252
9517,19961
9517,26016
9517,27948
9518,25837
9518,27214
9518,32175
9519,16112
9519,23785
9519,26503
9520,9991
9520,18560
9520,33481
9521,13887
9521,27248
9522,19425
9522,20943
9522,26212
9522,30246
9523,15561
9523,23857
9523,29328
9524,16915
9524,19256
9525,20590
9525,21529
9525,24541
9526,9716
9526,17064
9526,22288
9527,10612
9527,26778
9528,13900
9528,16366
9528,22819
9529,13788
9529,30934
9530,16203
9530,23791
9530,31713
9531,21629
9531,23472
9531,27785
9532,9542
9532,11142
9532,11871
9533,20231
9533,31331
9534,20398
9534,20697
9535,17817
9535,18322
9535,18776
9535,30928
9536,18571
9536,32063
9537,16948
9537,25714
9538,17191
9538,20327
9539,16606
9539,18495
9539,26265
9540,18518
9540,22273
9540,22808
9541,25769
9542,11142
9542,11871
9542,28233
9543,10867
9543,13334
9543,18272
9543,18671
9543,30816
9544,10937
9545,14270
9545,26861
9545,33375
9546,14766
9546,22070
9547,12525
9547,13636
9547,14569
9548,14302
9548,18827
9548,25531
9549,16067
9549,20881
9549,23375
9549,30720
9550,25139
9551,11864
9551,13229
9552,17040
9552,17248
9552,26387
9552,27866
9553,13532
9553,33075
9554,11638
9554,23236
9555,12147
9555,17900
9556,20056
9556,27843
9557,11579
9557,19392
9557,19885
9557,27215
9558,9877
9558,14695
9558,17695
9558,18336
9558,26270
9558,32959
9559,9592
9559,14316
9559,15834
9560,12611
9560,16817
9561,17402
9561,32088
9562,13320
9563,21730
9563,22466
9563,30589
9564,13443
9564,16429
9564,28295
9564,33466
9565,12656
9565,26799
9565,30769
9566,13702
9566,20315
9566,20420
9567,11959
9567,13295
9567,13472
9567,24099
9567,25275
9567,30072
9568,19931
9568,25352
9569,22003
9569,22933
9570,10047
9570,17873
9570,25164
9570,26491
9571,11522
9571,12684
9571,14919
9571,17294
9572,18844
9572,24312
9572,32658
9573,14313
9573,22614
9573,29463
9574,12060
9574,14965
9574,19124
9574,26286
9574,30411
9575,15964
9575,26402
9576,13043
9576,14428
9576,23231
9576,28942
9577,30089
9578,12639
9578,15612
9578,23424
9579,16224
9579,30821
9580,12250
9580,15386
9580,28960
9581,15973
9581,19686
9581,32069
9582,10461
9582,10667
9582,19463
9582,24366
9583,14309
9583,22729
9583,25073
9583,27323
9583,32057
9584,12995
9584,23429
9585,15566
9585,19553
9585,21218
9585,32745
9586,16899
9586,31279
9586,33362
9587,13279
9587,29411
9588,15959
9588,28393
9589,23597
9590,23718
9590,31748
9591,10866
9591,21513
9591,24423
9591,28683
9592,13527
9592,14316
9592,15834
9593,27412
9594,13950
9594,20737
9594,24581
9595,11655
9595,22621
9596,21411
9596,21506
9596,24165
9596,25422
9596,29255
9598,18911
9598,20863
9598,30957
9599,26844
9600,14490
9600,19762
9601,20300
9601,27934
9601,32096
9602,22687
9602,23414
9602,28021
9603,14669
9603,31637
9604,10781
9604,16838
9604,28454
9605,11138
9605,16398
9605,26378
9606,13474
9606,14250
9606,15416
9606,32104
9606,32204
9607,13711
9607,19829
9607,30198
9608,15900
9608,19679
9608,20337
9608,30675
9608,33109
9609,10630
9609,32072
9610,10544
9610,12811
9610,13025
9610,20916
9611,17227
9611,29400
9612,11168
9612,14816
9612,19175
9612,19632
9613,20242
9613,25990
9613,26938
9614,11116
9614,15169
9614,33327
9615,27229
9616,20830
9616,28625
9616,31043
9617,14013
9617,25048
9617,29884
9618,18112
9618,28530
9619,16021
9619,19920
9619,21805
9620,24286
9620,26417
9621,16588
9621,22215
9622,12380
9622,27313
9622,28742
9623,10156
9623,24505
9623,29121
9624,10186
9624,17990
9625,16776
9625,18012
9626,26184
9626,32977
9627,16425
9627,28738
9627,30159
9628,10701
9628,28746
9628,29057
9628,32422
9629,24021
9629,25835
9629,26069
9630,27207
9631,24888
9631,30906
9632,20335
9632,20470
9633,14981
9633,20102
9635,12873
9635,17776
9635,24355
9635,27481
9636,14524
9636,23369
9636,29242
9638,14197
9638,19760
9639,29452
9640,12563
9640,18294
9640,26444
9641,14220
9641,22486
9641,25381
9642,16664
9642,22936
9642,30105
9643,21990
9643,24895
9643,27103
9643,28946
9644,19733
9644,25936
9645,10836
9645,14413
9646,27576
9647,15399
9648,29372
9649,31472
9650,17559
9650,25560
9651,25916
9651,30983
9651,33412
9652,24441
9653,23640
9653,27403
9653,29407
9654,21799
9654,24245
9654,24420
9654,31403
9655,27740
9655,28900
9655,33040
9656,19260
9656,23301
9657,18642
9658,13132
9658,26124
9658,31807
9659,14593
9659,16144
9659,32372
9660,11784
9660,15431
9660,29300
9661,13662
9661,18311
9662,18196
9662,21535
9662,28414
9663,31476
9664,17493
9664,21907
9665,11612
9665,28707
9665,28820
9665,32424
9666,23688
9667,21659
9667,23983
9667,30164
9668,10081
9668,10417
9668,27771
9669,9976
9669,12710
9669,28692
9669,31937
9670,12890
9670,13864
9670,28597
9671,10853
9671,17831
9671,24935
9672,13930
9672,28146
9673,27886
9674,21592
9674,23171
9674,25598
9674,31531
9675,14354
9675,20757
9675,22150
9675,29700
9675,30874
9675,33118
9676,23335
9676,26553
9676,29045
9677,18546
9677,21563
9678,13749
9678,32312
9679,14595
9679,17955
9680,21993
9680,25661
9681,10766
9681,10908
9681,11564
9681,16255
9682,16839
9682,31372
9682,32654
9683,20412
9683,24917
9683,27147
9683,30507
9684,16828
9685,11898
9685,13197
9686,13519
9686,21807
9686,25301
9687,19563
9687,21337
9687,24735
9688,15331
9688,21652
9689,15740
9689,17144
9689,18141
9689,26964
9690,12056
9690,13122
9690,24136
9690,28648
9691,24060
9692,23858
9692,27143
9692,27884
9693,11836
9693,32122
9694,14588
9694,19517
9694,26039
9694,33056
9695,24899
9695,31456
9696,13953
9696,26376
9696,28448
9697,16616
9697,31226
9697,32068
9698,15512
9698,26513
9699,12160
9700,13541
9700,16531
9701,22491
9701,27583
9702,11171
9702,12667
9702,15121
9703,14032
9703,21922
9704,9967
9704,25582
9704,30235
9704,32410
9705,12752
9705,28664
9705,32350
9706,25746
9706,30457
9706,33050
9707,12316
9707,21484
9707,25170
9708,12685
9708,12909
9708,24630
9708,33321
9709,19058
9709,33236
9710,18419
9710,20814
9710,21446
9711,14773
9711,16029
9711,26771
9712,26281
9713,12508
9713,17498
9713,18955
9713,31036
9714,14177
9714,17666
9715,15421
9715,19532
9715,23288
9715,28392
9716,22288
9717,31652
9718,11781
9718,20442
9719,24298
9720,10576
9720,21656
9721,11780
9721,32339
9722,16793
9722,18535
9722,22398
9724,16445
9724,23826
9725,16663
9726,9897
9726,14017
9726,25963
9727,16517
9727,30432
9728,27119
9728,31333
9728,32877
9729,15183
9729,19547
9730,10359
9730,17302
9730,19477
9730,24688
9730,31632
9731,11112
9731,13519
9731,15164
9732,13521
9732,32090
9733,23574
9733,32200
9734,10099
9734,19728
9734,32754
9735,10983
9735,11999
9736,10115
9736,19356
9736,20972
9736,20993
9736,22035
9736,28941
9737,9784
9737,12780
9737,14493
9737,15435
9737,31840
9738,18191
9738,20504
9738,25168
9739,17680
9739,21826
9739,30630
9740,16238
9740,19881
9741,14299
9741,16743
9742,11736
9742,12509
9742,23046
9742,31345
9743,18121
9743,25542
9743,31248
9744,30401
9745,21463
9745,30449
9746,10209
9746,19795
9746,23767
9747,16142
9747,20421
9747,26807
9748,31027
9749,17207
9749,17723
9750,21106
9750,22847
9750,33009
9751,13084
9751,14877
9751,19036
9752,12927
9752,25347
9753,12216
9753,18002
9753,25430
9753,26747
9754,25161
9754,29354
9755,24084
9755,29360
9756,13245
9756,14176
9757,15903
9757,20517
9758,19298
9758,26803
9758,27080
9759,24651
9759,29452
9759,31986
9760,23350
9760,32291
9762,10296
9762,20781
9763,17448
9763,19106
9763,31569
9764,25147
9764,25979
9765,14273
9765,24003
9765,31610
9766,26986
9766,30769
9766,32990
9767,32486
9768,12942
9768,13603
9768,24532
9768,27083
9769,14049
9769,23661
9769,27890
9770,23861
9770,24329
9770,24588
9770,28889
9771,19343
9771,24390
9772,22168
9772,26430
9772,26619
9773,11813
9773,15476
9773,29617
9773,29964
9774,10523
9774,14878
9774,20093
9775,13606
9775,23833
9776,22101
9776,22213
9776,23457
9777,15447
9777,15458
9777,24530
9777,26454
9778,24696
9779,17827
9779,21648
9780,10717
9780,15886
9780,28403
9781,9924
9781,14212
9782,19980
9782,24655
9782,31746
9783,23871
9783,26447
9784,13076
9784,15435
9784,20724
9784,31840
9784,32221
9785,23953
9785,33298
9786,11348
9786,32114
9787,11212
9787,16733
9787,31141
9788,12760
9788,13377
9788,14785
9789,20595
9789,25262
9789,32418
9790,14983
9790,30268
9790,30296
9791,24456
9793,26738
9793,29566
9794,17101
9794,26238
9794,29996
9795,12356
9795,14516
9795,19700
9795,27309
9795,29920
9795,31769
9796,16377
9796,19593
9796,23430
9796,24199
9796,30591
9797,12879
9797,16256
9797,28462
9797,30176
9798,16279
9799,10873
9799,12090
9799,16723
9801,11118
9801,14158
9801,26733
9802,12680
9802,21123
9802,28347
9803,19377
9803,21069
9803,31567
9804,11768
9804,23447
9805,18179
9805,26100
9805,28514
9805,32382
9806,18569
9806,27279
9807,27182
9807,29939
9808,13059
9808,21152
9809,11034
9809,19909
9809,22861
9809,32439
9810,20695
9810,25539
9810,30208
9811,12909
9811,31373
9812,13781
9812,19806
9812,20289
9812,20941
9812,30834
9813,26236
9813,29785
9813,29879
9814,16843
9814,20312
9814,29203
9815,16670
9815,18312
9815,21815
9815,28188
9816,20364
9816,23761
9816,31612
9816,32036
9816,33343
9817,10228
9817,10570
9818,16227
9818,16695
9818,27250
9820,13809
9820,33466
9821,12435
9821,26818
9822,25557
9822,31942
9823,14346
9823,20650
9824,16923
9824,19925
9824,24632
9824,28911
9825,12508
9825,18955
9826,18990
9826,22961
9826,23598
9827,12333
9827,16571
9828,19735
9828,21037
9828,29866
9829,14434
9829,21704
9830,13463
9830,28358
9830,30870
9830,32731
9831,12103
9831,22833
9831,29547
9832,15648
9832,22579
9832,24776
9833,17346
9834,13295
9834,13472
9834,14352
9834,19212
9834,23457
9834,30072
9835,22446
9836,16922
9836,18148
9836,32134
9837,10780
9837,29731
9837,32804
9838,18249
9838,20291
9838,21132
9838,28992
9839,12689
9839,25965
9839,29588
9840,10688
9840,25293
9841,25363
9842,13223
9842,16263
9842,21199
9842,31291
9843,10330
9843,10930
9843,21124
9843,24007
9844,23392
9845,15634
9845,16140
9846,28783
9846,30496
9846,32235
9847,29089
9847,31593
9848,13055
9848,29233
9848,29861
9849,23331
9850,19133
9850,26833
9850,29019
9850,32231
9851,16588
9851,18737
9851,32957
9852,27692
9853,12963
9853,15519
9853,15577
9853,23066
9854,10326
9854,11260
9854,13921
9855,14030
9855,26760
9855,29627
9856,10671
9856,20799
9856,29691
9857,27726
9858,28663
9859,21257
9859,26721
9860,14730
9860,18143
9860,33116
9861,12518
9861,27097
9861,28111
9861,29145
9861,29905
9862,12055
9862,27516
9863,17004
9863,17297
9863,20241
9863,21301
9863,28961
9864,31126
9865,17021
9865,18886
9865,21916
9865,27671
9866,22527
9866,22834
9867,24258
9867,28413
9867,32786
9868,28226
9869,15958
9869,18714
9870,17175
9870,23307
9870,26876
9871,15717
9871,16449
9871,19638
9871,20114
9871,32523
9872,14582
9873,24181
9873,25159
9873,27496
9874,18043
9874,19055
9874,27418
9875,11337
9875,13511
9875,25897
9876,9883
9876,21769
9876,26030
9876,27445
9877,14695
9877,17695
9877,18336
9878,21131
9878,29893
9879,13182
9879,18403
9880,27046
9880,27277
9880,30014
9881,11789
9881,16201
9882,10882
9882,19054
9882,31397
9883,16247
9883,23278
9884,10149
9884,17311
9885,17901
9885,19823
9885,31854
9886,13278
9886,20148
9886,29222
9887,26361
9887,32814
9888,22123
9888,28684
9888,30078
9889,12120
9889,28503
9889,33455
9890,19882
9890,24516
9890,24789
9890,31544
9890,31863
9891,20903
9891,26667
9892,10466
9892,12699
9892,17536
9892,26979
9893,11630
9893,17438
9893,17914
9893,32564
9894,12793
9894,22359
9895,12146
9895,13439
9897,10102
9897,25963
9897,29517
9898,20707
9898,23534
9898,28475
9899,21003
9899,22828
9899,24104
9900,13555
9900,28062
9901,29337
9902,13853
9902,19784
9902,27092
9902,31332
9902,32408
9903,11144
9903,27431
9903,29692
9903,31655
9904,13086
9904,21349
9904,22447
9904,29644
9904,31499
9905,10860
9905,12726
9905,14439
9905,17897
9905,26181
9906,10346
9906,17431
9907,12470
9907,26412
9907,29365
9908,11948
9908,24120
9908,27430
9908,30657
9908,31387
9908,31797
9909,14227
9909,21237
9909,24102
9910,11797
9910,14023
9910,18843
9910,32001
9911,17948
9911,25047
9912,17079
9912,29842
9912,30777
9913,27692
9913,29483
9914,15069
9914,32109
9915,25151
9916,16411
9916,25367
9916,25882
9916,29216
9917,14166
9917,26384
9918,14170
9918,15531
9918,28541
9918,31817
9919,16555
9919,23777
9919,29838
9920,11024
9920,18347
9920,32761
9921,22041
9921,23000
9921,30967
9922,11057
9922,21422
9923,15965
9923,20786
9924,21406
9925,13833
9925,13918
9925,16822
9925,23736
9925,32947
9926,22394
9926,26349
9927,11756
9927,31065
9927,33197
9929,25129
9929,27508
9929,27894
9930,14357
9930,23165
9930,25353
9931,25731
9931,25823
9931,30871
9932,15789
9932,19033
9933,21977
9933,24411
9934,20652
9934,23206
9934,26596
9934,32874
9936,21508
9936,23502
9937,17508
9937,30680
9938,27442
9938,28095
9938,33033
9939,16936
9939,28439
9939,28496
9939,29498
9940,14726
9940,15356
9940,17677
9940,20578
9941,11541
9941,30857
9942,11366
9942,21211
9942,31022
9943,19183
9943,24371
9943,27918
9943,32227
9944,15759
9944,22079
9945,10518
9945,19309
9945,22906
9946,12390
9946,23891
9946,25976
9946,31665
9947,17480
9948,27680
9949,26828
9950,11486
9950,16391
9950,24472
9951,10338
9951,18545
9951,28346
9952,17155
9952,17444
9952,20227
9952,27140
9953,17422
9953,19670
9953,33322
9955,14927
9955,25478
9955,26002
9956,23130
9957,14491
9957,24879
9957,27836
9957,28993
9957,29939
9958,13582
9958,23507
9958,32577
9959,16636
9959,27365
9959,28498
9960,14057
9960,16624
9961,17289
9961,17684
9961,23089
9962,13382
9962,17345
9962,19487
9962,21223
9963,12844
9963,25291
9964,13378
9965,14132
9965,25794
9966,13745
9966,20990
9967,25582
9967,32410
9968,17905
9968,30106
9969,18613
9969,21619
9969,25246
9970,23674
9970,27014
9970,31318
9970,31958
9971,29027
9972,21235
9972,26363
9973,17140
9973,17156
9973,28640
9974,10472
9974,11299
9974,15604
9974,19892
9974,26131
9975,18236
9975,30523
9975,32949
9976,28290
9976,29380
9976,31937
9977,10058
9977,24914
9977,30427
9978,17235
9978,21654
9978,25959
9978,33475
9979,16222
9979,29026
9980,15021
9980,18617
9981,14098
9981,24072
9981,25198
9981,28769
9982,18892
9982,20862
9982,24141
9983,23514
9983,24630
9984,17819
9984,20699
9984,33227
9985,11052
9985,26492
9985,31506
9985,33133
9986,10727
9986,17169
9986,29707
9987,30961
9988,13291
9988,14872
9988,19173
9988,20230
9988,23495
9989,13052
9989,15654
9989,18971
9990,14576
9990,18752
9990,24005
9991,12889
9991,14280
9992,16803
9992,16925
9992,31004
9993,21125
9993,32649
9994,17374
9994,27823
9994,31644
9995,19511
9995,19919
9996,13412
9996,18240
9996,24501
9997,12926
9997,20803
9998,13157
9998,31066
9999,10570
9999,24493
9999,30235
10000,13668
10000,25884
10000,32661
10001,10517
10001,16065
10001,23300
10002,28244
10002,28761
10003,12918
10003,13278
10003,27832
10004,31782
10005,17692
10005,22032
10006,18998
10006,23866
10007,16862
10007,25538
10008,21281
10008,26075
10008,29185
10009,25648
10010,18398
10010,20268
10010,28791
10011,16954
10011,19392
10012,13924
10012,19514
10012,32453
10013,19587
10013,22789
10013,25110
10013,25288
10013,31870
10014,19145
10014,33126
10015,17334
10015,30192
10016,13741
10016,29787
10017,13372
10017,14182
10018,10262
10018,11902
10018,11955
10018,22250
10018,26068
10019,11186
10019,19849
10019,20206
10019,22634
10019,28030
10020,18535
10020,20857
10020,29459
10021,19850
10022,10188
10022,12110
10022,20200
10022,27987
10022,29816
10023,10405
10023,11485
10023,13033
10024,21777
10024,24152
10025,18807
10025,21160
10026,28010
10026,30351
10027,14908
10027,17483
10027,32829
10028,12607
10028,26670
10028,33276
10029,27848
10029,28730
10029,31252
10030,11435
10030,25341
10030,29431
10031,25939
10031,26665
10031,31010
10032,23186
10032,32791
